Product Page_url,Product Image_url,Image_Large,Product Name,Product Title,Product Listing Title,Brand,Catalog Number,Model/Part Number,Base Unit of Measure,Family,Series,Heating Capacity,Heating Efficiency,Configuration,Blower Size,Gas Stages,Blower Type,Product Voltage,Product Depth,Product Width,Product Height,Gross Weight,Type,Energy Star Certified,Low Nox
https://www.lennoxpros.com/ml193uh090xe36c-93afue-upflow-horizontal-gas-furnace/p/17A55,https://images.lennoxpros.com/is/image/LennoxIntl/17A55?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/17A55,Lennox ML193UH090XE36C Furnace,"Lennox Merit ML193E, ML193UH090XE36C, 93% AFUE, 88000 BTU, 3 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox ML193UH090XE36C 1 Stage Heat Furance,Lennox,17A55,ML193UH090XE36C,Unit(S),ML193UHE,Merit,88000 Btuh,93% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,147 lbs.,,Yes (U.S. South),Low NOx
https://www.lennoxpros.com/ml180df090p48b-furnace-gas-90btuh-4ton/p/92W22,https://images.lennoxpros.com/is/image/LennoxIntl/92W22?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/92W22,Lennox ML180DF090P48B Furnace,"Lennox Merit ML180, ML180DF090P48B, 80% AFUE, 88000 BTU, 4 Ton, 1 Stage Heat, Multi-Speed Downflow Gas Furnace",Lennox ML180DF090P48B 1 Stage Heat Furance,Lennox,92W22,ML180DF090P48B,Unit(S),ML180,Merit,88000 Btuh,80% AFUE,Downflow,4 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,140 lbs.,1-Stage Multi-Speed Downflow Gas Furnace,No,
https://www.lennoxpros.com/ml195uh110xp48c-95%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace110000-btuh-4-ton/p/85W20,https://images.lennoxpros.com/is/image/LennoxIntl/85W20?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/85W20,Lennox ML195UH110XP48C Furnace,"Lennox Merit ML195, ML195UH110XP48C, 95% AFUE, 110000 BTU, 4 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML195UH110XP48C 1 Stage Heat Furance,Lennox,85W20,ML195UH110XP48C,Unit(S),ML195,Merit,110000 Btuh,95% AFUE,Upflow/Horizontal,4 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,160 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml195uh070xp36b-95%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace66000-btuh-3-tons/p/72W83,https://images.lennoxpros.com/is/image/LennoxIntl/72W83?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/72W83,Lennox ML195UH070XP36B Furnace,"Lennox Merit ML195, ML195UH070XP36B, 95% AFUE, 66000 BTU, 3 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML195UH070XP36B 1 Stage Heat Furance,Lennox,72W83,ML195UH070XP36B,Unit(S),ML195,Merit,66000 Btuh,95% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,150 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml180uh045p24a-80%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace44000-btuh-2-2-5-tons/p/62W68,https://images.lennoxpros.com/is/image/LennoxIntl/62W68?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/62W68,Lennox ML180UH045P24A Furnace,"Lennox Merit ML180, ML180UH045P24A, 80% AFUE, 44000 BTU, 2 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML180UH045P24A 1 Stage Heat Furance,Lennox,62W68,ML180UH045P24A,Unit(S),ML180,Merit,44000 Btuh,80% AFUE,Upflow/Horizontal,2 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,14.5 Inch,33 Inch,106 lbs.,1-Stage Multi-Speed Horizontal Gas Furnace,No,
https://www.lennoxpros.com/ml196uh030xe24b-gas-furnace/p/19A30,https://images.lennoxpros.com/is/image/LennoxIntl/19A30?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/19A30,Lennox ML196UH030XE24B Furnace,"Lennox Merit ML196E, ML196UH030XE24B, 96% AFUE, 30000 BTU, 2 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox ML196UH030XE24B 1 Stage Heat Furance,Lennox,19A30,ML196UH030XE24B,Unit(S),ML196E,Merit,30000 Btuh,96% AFUE,Upflow/Horizontal,2 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,119 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/ml180uh110p60c-80%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace110000-btuh-5-ton/p/62W79,https://images.lennoxpros.com/is/image/LennoxIntl/62W79?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/62W79,Lennox ML180UH110P60C Furnace,"Lennox Merit ML180, ML180UH110P60C, 80% AFUE, 110000 BTU, 5 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML180UH110P60C 1 Stage Heat Furance,Lennox,62W79,ML180UH110P60C,Unit(S),ML180,Merit,110000 Btuh,80% AFUE,Upflow/Horizontal,5 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,161 lbs.,,No,
https://www.lennoxpros.com/ml180uh110p48c-80%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace110000-btuh-4-ton/p/62W78,https://images.lennoxpros.com/is/image/LennoxIntl/62W78?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/62W78,Lennox ML180UH110P48C Furnace,"Lennox Merit ML180, ML180UH110P48C, 80% AFUE, 110000 BTU, 4 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML180UH110P48C 1 Stage Heat Furance,Lennox,62W78,ML180UH110P48C,Unit(S),ML180,Merit,110000 Btuh,80% AFUE,Upflow/Horizontal,4 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,151 lbs.,1-Stage Multi-Speed Horizontal Gas Furnace,No,
https://www.lennoxpros.com/ml180uh110xp60c-80%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace110000-btuh-5-ton-low-nox/p/62W80,https://images.lennoxpros.com/is/image/LennoxIntl/62W80?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/62W80,Lennox ML180UH110XP60C Furnace,"Lennox Merit ML180, ML180UH110XP60C, 80% AFUE, 110000 BTU, 5 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML180UH110XP60C 1 Stage Heat Furance,Lennox,62W80,ML180UH110XP60C,Unit(S),ML180,Merit,110000 Btuh,80% AFUE,Upflow/Horizontal,5 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,161 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml193uh135xp60d-93%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace132000-btuh-5-ton/p/55W45,https://images.lennoxpros.com/is/image/LennoxIntl/55W45?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/55W45,Lennox ML193UH135XP60D Furnace,"Lennox Merit ML193, ML193UH135XP60D, 93% AFUE, 132000 BTU, 5 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML193UH135XP60D 1 Stage Heat Furance,Lennox,55W45,ML193UH135XP60D,Unit(S),ML193,Merit,132000 Btuh,93% AFUE,Upflow/Horizontal,5 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,24.5 Inch,33 Inch,162 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml193df045xp36b-93%25-afue-merit-series-high-efficiency-downflow-gas-furnace44000-btuh-3-ton/p/55W46,https://images.lennoxpros.com/is/image/LennoxIntl/55W46?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/55W46,Lennox ML193DF045XP36B Furnace,"Lennox Merit ML193, ML193DF045XP36B, 93% AFUE, 44000 BTU, 3 Ton, 1 Stage Heat, Multi-Speed Downflow Gas Furnace",Lennox ML193DF045XP36B 1 Stage Heat Furance,Lennox,55W46,ML193DF045XP36B,Unit(S),ML193,Merit,44000 Btuh,93% AFUE,Downflow,3 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,119 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml193uh070xp36b-93%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace66000-btuh-3-ton/p/55W40,https://images.lennoxpros.com/is/image/LennoxIntl/55W40?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/55W40,Lennox ML193UH070XP36B Furnace,"Lennox Merit ML193, ML193UH070XP36B, 93% AFUE, 66000 BTU, 3 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML193UH070XP36B 1 Stage Heat Furance,Lennox,55W40,ML193UH070XP36B,Unit(S),ML193,Merit,66000 Btuh,93% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,128 lbs.,,No,Low NOx
https://www.lennoxpros.com/80af1uh070p12al-80%25-afue-mid-efficiency-upflow-horizontal-gas-furnace70000-btuh-1200-cfm-low-nox/p/78W22,https://images.lennoxpros.com/is/image/LennoxIntl/78W22?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/78W22,Aire-Flo 80AF1UH070P12AL Furnace,"Aire-Flo 80AF, 80AF1UH070P12AL, 80% AFUE, 66000 BTU, 3 Ton, 1 Stage Heat, PSC Upflow/Horizontal Gas Furnace",Aire-Flo 80AF1UH070P12AL 1 Stage Heat Furance,Aire-Flo,78W22,80AF1UH070P12AL,Unit(S),80AF,,66000 Btuh,80% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,PSC,115 VAC 1 Ph 60 Hz,27.75 Inch,14.5 Inch,33 Inch,119 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml180df045p36a-furnace-gas-45btuh-3ton/p/92W20,https://images.lennoxpros.com/is/image/LennoxIntl/92W20?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/92W20,Lennox ML180DF045P36A Furnace,"Lennox Merit ML180, ML180DF045P36A, 80% AFUE, 44000 BTU, 3 Ton, 1 Stage Heat, Multi-Speed Downflow Gas Furnace",Lennox ML180DF045P36A 1 Stage Heat Furance,Lennox,92W20,ML180DF045P36A,Unit(S),ML180,Merit,44000 Btuh,80% AFUE,Downflow,3 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,14.5 Inch,33 Inch,113 lbs.,1-Stage Multi-Speed Downflow Gas Furnace,No,
https://www.lennoxpros.com/ml193uh070xp24b-93%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace66000-btuh-2-ton/p/55W39,https://images.lennoxpros.com/is/image/LennoxIntl/55W39?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/55W39,Lennox ML193UH070XP24B Furnace,"Lennox Merit ML193, ML193UH070XP24B, 93% AFUE, 66000 BTU, 2 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML193UH070XP24B 1 Stage Heat Furance,Lennox,55W39,ML193UH070XP24B,Unit(S),ML193,Merit,66000 Btuh,93% AFUE,Upflow/Horizontal,2 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,125 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml193df110xp60c-93%25-afue-merit-series-high-efficiency-downflow-gas-furnace110000-btuh-5-ton/p/55W49,https://images.lennoxpros.com/is/image/LennoxIntl/55W49?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/55W49,Lennox ML193DF110XP60C Furnace,"Lennox Merit ML193, ML193DF110XP60C, 93% AFUE, 110000 BTU, 5 Ton, 1 Stage Heat, Multi-Speed Downflow Gas Furnace",Lennox ML193DF110XP60C 1 Stage Heat Furance,Lennox,55W49,ML193DF110XP60C,Unit(S),ML193,Merit,110000 Btuh,93% AFUE,Downflow,5 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,162 lbs.,,No,Low NOx
https://www.lennoxpros.com/lennox-gas-furnace-merit-series-ml196uh070xe48b/p/19V19,https://images.lennoxpros.com/is/image/LennoxIntl/19V19?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/19V19,Lennox ML196UH070XE48B Furnace,"Lennox Merit ML196E, ML196UH070XE48B, 96% AFUE, 66000 BTU, 4 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox ML196UH070XE48B 1 Stage Heat Furance,Lennox,19V19,ML196UH070XE48B,Unit(S),ML196E,Merit,66000 Btuh,96% AFUE,Upflow/Horizontal,4 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,28.75 Inch,17.5 Inch,33 Inch,137 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/el196df070xe48b-96afue-gas-furnace-4-ton/p/16J08,https://images.lennoxpros.com/is/image/LennoxIntl/16J08?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/16J08,Lennox EL196DF070XE48B Furnace,"Lennox Elite EL196E, EL196DF070XE48B, 96% AFUE, 66000 BTU, 4 Ton, 1 Stage Heat, Constant Torque Downflow Gas Furnace",Lennox EL196DF070XE48B 1 Stage Heat Furance,Lennox,16J08,EL196DF070XE48B,Unit(S),EL196E,Elite,66000 Btuh,96% AFUE,Downflow,4 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,143 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/el196df045xe36b-96afue-gas-furnace-3-ton/p/16J07,https://images.lennoxpros.com/is/image/LennoxIntl/16J07?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/16J07,Lennox EL196DF045XE36B Furnace,"Lennox Elite EL196E, EL196DF045XE36B, 96% AFUE, 44000 BTU, 3 Ton, 1 Stage Heat, Constant Torque Downflow Gas Furnace",Lennox EL196DF045XE36B 1 Stage Heat Furance,Lennox,16J07,EL196DF045XE36B,Unit(S),EL196E,Elite,44000 Btuh,96% AFUE,Downflow,3 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,129 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/ml193uh070xe36b-93afue-upflow-horizontal-gas-furnace/p/17A54,https://images.lennoxpros.com/is/image/LennoxIntl/17A54?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/17A54,Lennox ML193UH070XE36B Furnace,"Lennox Merit ML193E, ML193UH070XE36B, 93% AFUE, 66000 BTU, 3 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox ML193UH070XE36B 1 Stage Heat Furance,Lennox,17A54,ML193UH070XE36B,Unit(S),ML193UHE,Merit,66000 Btuh,93% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,133 lbs.,,Yes (U.S. South),Low NOx
https://www.lennoxpros.com/el195uh100ne60c-95afue-ultra-low-nox-gas-furnace-5-ton/p/15Y73,https://images.lennoxpros.com/is/image/LennoxIntl/15Y73?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/15Y73,Lennox EL195UH100NE60C Furnace,"Lennox Elite EL195NE, EL195UH100NE60C, 95% AFUE, 100000 BTU, 5 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox EL195UH100NE60C 1 Stage Heat Furance,Lennox,15Y73,EL195UH100NE60C,Unit(S),EL195NE,Elite,100000 Btuh,95% AFUE,Upflow/Horizontal,5 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,157 lbs.,,Yes,Ultra-Low NOx
https://www.lennoxpros.com/el280uh090e48b-80afue-gas-furnace/p/17D34,https://images.lennoxpros.com/is/image/LennoxIntl/17D34?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/17D34,Lennox EL280UH090E48B Furnace,"Lennox Elite EL280E, EL280UH090E48B, 80% AFUE, 88000 BTU, 4 Ton, 2 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox EL280UH090E48B 2 Stage Heat Furance,Lennox,17D34,EL280UH090E48B,Unit(S),EL280E,Elite,88000 Btuh,80% AFUE,Upflow/Horizontal,4 Ton,2 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,140 lbs.,2 Stage Constant Torque Horizontal Gas Furnace,No,
https://www.lennoxpros.com/el180uh060ne36a-80afue-gas-furnace-60000-btuh-3-ton-ultra-low-nox/p/15F79,https://images.lennoxpros.com/is/image/LennoxIntl/15F79?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/15F79,Lennox EL180UH060NE36A Furnace,"Lennox Elite EL180NE, EL180UH060NE36A, 80% AFUE, 60000 BTU, 3 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox EL180UH060NE36A 1 Stage Heat Furance,Lennox,15F79,EL180UH060NE36A,Unit(S),EL180NE,Elite,60000 Btuh,80% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,14.5 Inch,33 Inch,113 lbs.,,No,Ultra-Low NOx
https://www.lennoxpros.com/el296df090xe48c-furnace-gas-90btuh-4t/p/96W33,https://images.lennoxpros.com/is/image/LennoxIntl/96W33?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/96W33,Lennox EL296DF090XE48C Furnace,"Lennox Elite EL296E, EL296DF090XE48C, 96% AFUE, 88000 BTU, 4 Ton, 2 Stage Heat, Constant Torque Downflow Gas Furnace",Lennox EL296DF090XE48C 2 Stage Heat Furance,Lennox,96W33,EL296DF090XE48C,Unit(S),EL296E,Elite,88000 Btuh,96% AFUE,Downflow,4 Ton,2 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,162 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/el180uh100ne60c-80afue-gas-furnace-100000-btuh-3-5-ton-ultra-low-nox/p/15F81,https://images.lennoxpros.com/is/image/LennoxIntl/15F81?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/15F81,Lennox EL180UH100NE60C Furnace,"Lennox Elite EL180NE, EL180UH100NE60C, 80% AFUE, 100000 BTU, 5 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox EL180UH100NE60C 1 Stage Heat Furance,Lennox,15F81,EL180UH100NE60C,Unit(S),EL180NE,Elite,100000 Btuh,80% AFUE,Upflow/Horizontal,5 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,149 lbs.,,No,Ultra-Low NOx
https://www.lennoxpros.com/ml193uh090xp36c-93%25-afue-merit-series-high-efficiency-upflow-horizontal-gas-furnace88000-btuh-3-ton/p/55W41,https://images.lennoxpros.com/is/image/LennoxIntl/55W41?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/55W41,Lennox ML193UH090XP36C Furnace,"Lennox Merit ML193, ML193UH090XP36C, 93% AFUE, 88000 BTU, 3 Ton, 1 Stage Heat, Multi-Speed Upflow/Horizontal Gas Furnace",Lennox ML193UH090XP36C 1 Stage Heat Furance,Lennox,55W41,ML193UH090XP36C,Unit(S),ML193,Merit,88000 Btuh,93% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Multi-Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,143 lbs.,,No,Low NOx
https://www.lennoxpros.com/ml296uh070xv36b-96afue-gas-furnace/p/17H11,https://images.lennoxpros.com/is/image/LennoxIntl/17H11?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/17H11,Lennox ML296UH070XV36B Furnace,"Lennox Merit ML296V, ML296UH070XV36B, 96% AFUE, 66000 BTU, 3 Ton, 2 Stage Heat, Variable Speed Upflow/Horizontal Gas Furnace",Lennox ML296UH070XV36B 2 Stage Heat Furance,Lennox,17H11,ML296UH070XV36B,Unit(S),ML296V,Merit,66000 Btuh,96% AFUE,Upflow/Horizontal,3 Ton,2 Stage Heat,Variable Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,128 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/el296uh090xv48c-furnace-gas-90btuh-4ton/p/62W90,https://images.lennoxpros.com/is/image/LennoxIntl/62W90?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/62W90,Lennox EL296UH090XV48C Furnace,"Lennox Elite EL296V, EL296UH090XV48C, 96% AFUE, 88000 BTU, 4 Ton, 2 Stage Heat, Variable Speed Upflow/Horizontal Gas Furnace",Lennox EL296UH090XV48C 2 Stage Heat Furance,Lennox,62W90,EL296UH090XV48C,Unit(S),EL296V,Elite,88000 Btuh,96% AFUE,Upflow/Horizontal,4 Ton,2 Stage Heat,Variable Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,155 lbs.,,Yes,Low NOx
https://www.lennoxpros.com/el195uh080ne48c-95afue-ultra-low-nox-gas-furnace-4-ton/p/15Y72,https://images.lennoxpros.com/is/image/LennoxIntl/15Y72?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/15Y72,Lennox EL195UH080NE48C Furnace,"Lennox Elite EL195NE, EL195UH080NE48C, 95% AFUE, 80000 BTU, 4 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox EL195UH080NE48C 1 Stage Heat Furance,Lennox,15Y72,EL195UH080NE48C,Unit(S),EL195NE,Elite,80000 Btuh,95% AFUE,Upflow/Horizontal,4 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,21 Inch,33 Inch,148 lbs.,,Yes,Ultra-Low NOx
https://www.lennoxpros.com/ml180uh070v48b-gas-furnace/p/17Y70,https://images.lennoxpros.com/is/image/LennoxIntl/17Y70?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/17Y70,Lennox ML180UH070V48B Furnace,"Lennox Merit ML180V, ML180UH070V48B, 80% AFUE, 66000 BTU, 4 Ton, 1 Stage Heat, Variable Speed Upflow/Horizontal Gas Furnace",Lennox ML180UH070V48B 1 Stage Heat Furance,Lennox,17Y70,ML180UH070V48B,Unit(S),ML180V,Merit,66000 Btuh,80% AFUE,Upflow/Horizontal,4 Ton,1 Stage Heat,Variable Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,126 lbs.,1-Stage Variable Speed Horizontal Gas Furnace,No,
https://www.lennoxpros.com/el195uh060ne36b-95afue-ultra-low-nox-gas-furnace-3-ton/p/15Y71,https://images.lennoxpros.com/is/image/LennoxIntl/15Y71?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/15Y71,Lennox EL195UH060NE36B Furnace,"Lennox Elite EL195NE, EL195UH060NE36B, 95% AFUE, 60000 BTU, 3 Ton, 1 Stage Heat, Constant Torque Upflow/Horizontal Gas Furnace",Lennox EL195UH060NE36B 1 Stage Heat Furance,Lennox,15Y71,EL195UH060NE36B,Unit(S),EL195NE,Elite,60000 Btuh,95% AFUE,Upflow/Horizontal,3 Ton,1 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,128 lbs.,,Yes,Ultra-Low NOx
https://www.lennoxpros.com/el296df045xe36b-furnace-gas-45btuh-3t/p/96W31,https://images.lennoxpros.com/is/image/LennoxIntl/96W31?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/96W31,Lennox EL296DF045XE36B Furnace,"Lennox Elite EL296E, EL296DF045XE36B, 96% AFUE, 44000 BTU, 3 Ton, 2 Stage Heat, Constant Torque Downflow Gas Furnace",Lennox EL296DF045XE36B 2 Stage Heat Furance,Lennox,96W31,EL296DF045XE36B,Unit(S),EL296E,Elite,44000 Btuh,96% AFUE,Downflow,3 Ton,2 Stage Heat,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,131 lbs.,,Yes,Low NOx
